Art;Stickprov metod;Fiskeår;Fångstdatum;Redskap kod;Löpnr;"Total
längd mm";Kön;Ålder;"Total
vikt";"Somatisk
vikt";Somatisk vikttyp;Fiske;;Lokal;Godkänd ålder;"Gonad
statuskod";"Gonad
statustyp";"Tillväxt 
mm år 1";År2;År3;År4;År5;År6;År7;År8;År9;År10;År11;År12;År13;År14;År15;År16;År17;År18;År19;År20
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;71;186;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;63;122;177;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;72;238;Hona;6;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;59;95;135;170;215;235;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;73;223;Hona;5;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;74;111;148;179;220;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;75;211;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;75;100;173;205;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;76;232;Hona;5;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;65;105;158;211;229;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;77;163;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;67;111;160;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;78;243;Hona;7;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;79;123;146;180;199;233;240;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;79;203;Hona;5;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;60;98;133;177;200;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;80;162;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;52;82;126;162;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;81;212;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;63;111;181;212;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;83;184;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;52;84;163;180;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;84;183;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;58;98;160;183;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;85;205;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;67;112;175;205;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;86;191;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;48;90;148;178;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;87;187;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;59;90;147;179;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;88;152;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;59;97;142;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;89;170;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;57;95;139;167;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;90;203;Hona;5;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;60;81;125;183;203;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;92;161;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;76;129;157;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;93;189;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;66;95;141;180;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;94;247;Hona;6;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;60;122;156;191;230;244;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;95;175;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;69;113;171;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;96;179;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;59;125;174;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;97;221;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;64;108;178;218;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;98;172;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;57;138;169;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;100;182;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;63;139;176;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;101;169;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;60;88;140;165;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;102;192;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;64;98;166;192;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;103;156;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;74;128;156;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;104;167;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;52;85;145;164;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;105;133;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;57;109;132;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;106;156;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;56;115;156;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;107;158;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;57;117;157;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;108;242;Hona;6;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;64;125;158;187;219;239;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;109;208;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;65;118;179;202;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;110;202;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;63;103;168;197;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;111;206;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;67;111;175;203;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;112;227;Hona;5;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;60;104;155;182;222;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;113;216;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;62;99;172;210;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;114;193;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;61;88;158;187;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;115;177;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;67;117;168;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;116;158;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;56;119;152;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;117;153;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;66;112;144;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;118;156;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;78;124;147;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;119;151;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;55;94;142;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;120;156;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;51;112;149;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;121;144;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;55;87;130;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;122;146;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;55;89;141;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;123;161;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;56;108;153;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;124;166;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;62;119;156;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;125;161;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;74;119;155;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;126;151;Hona;2;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;82;133;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;127;158;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;60;107;150;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;128;167;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;62;113;160;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;129;181;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;75;121;167;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;130;217;Hona;5;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;51;87;136;192;213;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;131;184;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;56;83;133;171;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;132;196;Hona;4;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;57;108;172;196;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;133;198;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;59;134;192;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;135;173;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;74;126;168;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;136;151;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;62;110;144;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1982;1982-06-16;K010;137;190;Hona;3;;;;Provtagning abborre, skrubbskädda;;Kvädöfjärden;JA;;;63;106;173;;;;;;;;;;;;;;;;;
