Art;Stickprov metod;Fiskeår;Fångstdatum;Redskap kod;Löpnr;"Total
längd mm";Kön;Ålder;"Total
vikt";"Somatisk
vikt";Somatisk vikttyp;Fiske;;Lokal;Godkänd ålder;"Gonad
statuskod";"Gonad
statustyp";"Tillväxt 
mm år 1";År2;År3;År4;År5;År6;År7;År8;År9;År10;År11;År12;År13;År14;År15;År16;År17;År18;År19;År20
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-07-30;K053;238;202;Hona;4;97;;;Nätlänk augusti;;Kvädöfjärden;JA;;;69;126;168;192;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-07-30;K053;239;233;Hona;6;163;;;Nätlänk augusti;;Kvädöfjärden;JA;;;51;79;141;182;215;228;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-07-30;K053;240;216;Hona;5;118;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;108;143;183;203;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;241;162;Hona;3;52;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;100;138;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;242;264;Hona;7;228;;;Nätlänk augusti;;Kvädöfjärden;JA;;;77;111;169;199;220;242;257;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;243;201;Hona;4;91;;;Nätlänk augusti;;Kvädöfjärden;JA;;;73;116;148;180;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;244;203;Hona;5;88;;;Nätlänk augusti;;Kvädöfjärden;JA;;;62;95;138;165;189;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;245;212;Hona;4;108;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;115;147;197;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;246;171;Hona;3;51;;;Nätlänk augusti;;Kvädöfjärden;JA;;;66;113;155;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;247;169;Hona;3;47;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;102;139;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;248;214;Hona;5;116;;;Nätlänk augusti;;Kvädöfjärden;JA;;;57;91;135;165;196;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;249;221;Hona;5;127;;;Nätlänk augusti;;Kvädöfjärden;JA;;;69;104;152;182;205;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;250;186;Hona;;58;;;Nätlänk augusti;;Kvädöfjärden;JA;;;;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;251;209;Hona;4;99;;;Nätlänk augusti;;Kvädöfjärden;JA;;;65;112;152;194;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;252;174;Hona;3;57;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;98;141;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;253;184;Hona;3;62;;;Nätlänk augusti;;Kvädöfjärden;JA;;;66;116;161;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;254;197;Hona;5;80;;;Nätlänk augusti;;Kvädöfjärden;JA;;;57;97;146;169;189;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;255;213;Hona;4;113;;;Nätlänk augusti;;Kvädöfjärden;JA;;;65;124;161;191;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;256;186;Hona;3;68;;;Nätlänk augusti;;Kvädöfjärden;JA;;;57;106;159;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;257;161;Hona;3;44;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;110;142;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;258;213;Hona;6;108;;;Nätlänk augusti;;Kvädöfjärden;JA;;;52;77;112;160;192;206;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;259;207;Hona;5;98;;;Nätlänk augusti;;Kvädöfjärden;JA;;;63;100;143;174;197;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;260;193;Hona;4;78;;;Nätlänk augusti;;Kvädöfjärden;JA;;;60;111;159;183;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-03;K053;261;168;Hona;3;42;;;Nätlänk augusti;;Kvädöfjärden;JA;;;64;98;143;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;262;174;Hona;3;68;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;100;145;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;263;167;Hona;3;53;;;Nätlänk augusti;;Kvädöfjärden;JA;;;63;100;146;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;264;188;Hona;3;82;;;Nätlänk augusti;;Kvädöfjärden;JA;;;63;106;169;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;265;174;Hona;5;59;;;Nätlänk augusti;;Kvädöfjärden;JA;;;57;89;130;148;166;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;266;189;Hona;3;74;;;Nätlänk augusti;;Kvädöfjärden;JA;;;66;112;157;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;267;184;Hona;3;78;;;Nätlänk augusti;;Kvädöfjärden;JA;;;68;110;160;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;268;236;Hona;7;168;;;Nätlänk augusti;;Kvädöfjärden;JA;;;52;79;111;143;167;196;224;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;269;249;Hona;8;173;;;Nätlänk augusti;;Kvädöfjärden;JA;;;47;85;148;169;197;211;229;238;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;270;202;Hona;4;99;;;Nätlänk augusti;;Kvädöfjärden;JA;;;65;110;144;182;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;271;213;Hona;5;125;;;Nätlänk augusti;;Kvädöfjärden;JA;;;60;100;157;190;202;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;272;177;Hona;3;67;;;Nätlänk augusti;;Kvädöfjärden;JA;;;67;121;162;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;273;208;Hona;5;109;;;Nätlänk augusti;;Kvädöfjärden;JA;;;68;108;153;187;199;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;274;167;Hona;3;59;;;Nätlänk augusti;;Kvädöfjärden;JA;;;64;98;141;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;275;165;Hona;3;53;;;Nätlänk augusti;;Kvädöfjärden;JA;;;62;95;133;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-07;K053;276;221;Hona;5;137;;;Nätlänk augusti;;Kvädöfjärden;JA;;;55;100;157;189;210;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-07;K053;277;198;Hona;4;101;;;Nätlänk augusti;;Kvädöfjärden;JA;;;65;133;172;193;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-07;K053;278;213;Hona;5;118;;;Nätlänk augusti;;Kvädöfjärden;JA;;;50;84;127;166;192;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;279;228;Hona;5;138;;;Nätlänk augusti;;Kvädöfjärden;JA;;;53;91;132;168;203;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;280;175;Hona;3;68;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;113;159;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;281;221;Hona;5;139;;;Nätlänk augusti;;Kvädöfjärden;JA;;;64;112;158;189;212;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;282;161;Hona;3;49;;;Nätlänk augusti;;Kvädöfjärden;JA;;;72;105;138;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;283;171;Hona;4;55;;;Nätlänk augusti;;Kvädöfjärden;JA;;;54;98;129;150;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;284;223;Hona;6;128;;;Nätlänk augusti;;Kvädöfjärden;JA;;;53;92;118;167;195;216;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;285;213;Hona;5;118;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;110;152;169;190;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;286;207;Hona;5;111;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;87;135;167;193;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;287;229;Hona;7;151;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;90;131;156;181;196;220;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;288;236;Hona;5;152;;;Nätlänk augusti;;Kvädöfjärden;JA;;;54;113;156;192;222;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;289;219;Hona;5;137;;;Nätlänk augusti;;Kvädöfjärden;JA;;;62;99;151;175;201;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;290;248;Hona;7;208;;;Nätlänk augusti;;Kvädöfjärden;JA;;;53;85;147;187;219;233;241;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;291;255;Hona;7;204;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;93;144;180;209;226;248;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-05;K053;292;213;Hona;5;126;;;Nätlänk augusti;;Kvädöfjärden;JA;;;57;83;110;155;195;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;293;221;Hona;5;127;;;Nätlänk augusti;;Kvädöfjärden;JA;;;73;123;170;190;210;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;294;276;Hona;7;281;;;Nätlänk augusti;;Kvädöfjärden;JA;;;64;89;157;201;232;248;265;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;295;191;Hona;5;83;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;94;118;147;174;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;296;182;Hona;4;73;;;Nätlänk augusti;;Kvädöfjärden;JA;;;60;101;138;169;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;297;212;Hona;;117;;;Nätlänk augusti;;Kvädöfjärden;JA;;;;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;298;219;Hona;6;126;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;89;114;166;189;208;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;299;223;Hona;5;149;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;96;139;175;205;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;300;228;Hona;5;153;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;115;174;196;219;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;301;252;Hona;7;193;;;Nätlänk augusti;;Kvädöfjärden;JA;;;52;92;145;180;214;228;240;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;302;223;Hona;6;154;;;Nätlänk augusti;;Kvädöfjärden;JA;;;54;97;143;177;197;210;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;303;253;Hona;5;208;;;Nätlänk augusti;;Kvädöfjärden;JA;;;63;102;159;194;230;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;304;229;Hona;5;178;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;88;129;175;205;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;305;186;Hona;4;78;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;115;148;174;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;306;252;Hona;5;211;;;Nätlänk augusti;;Kvädöfjärden;JA;;;70;112;159;195;232;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;307;191;Hona;5;89;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;95;143;167;179;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;308;190;Hona;4;93;;;Nätlänk augusti;;Kvädöfjärden;JA;;;62;106;144;176;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;309;242;Hona;5;186;;;Nätlänk augusti;;Kvädöfjärden;JA;;;63;117;161;191;222;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;310;243;Hona;7;181;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;94;147;186;204;211;232;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;311;224;Hona;5;147;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;106;148;180;214;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;312;228;Hona;7;149;;;Nätlänk augusti;;Kvädöfjärden;JA;;;57;96;134;164;191;212;223;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;313;236;Hona;7;163;;;Nätlänk augusti;;Kvädöfjärden;JA;;;62;92;145;185;204;213;218;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;314;224;Hona;;149;;;Nätlänk augusti;;Kvädöfjärden;JA;;;;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;315;229;Hona;;161;;;Nätlänk augusti;;Kvädöfjärden;JA;;;;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;316;216;Hona;5;117;;;Nätlänk augusti;;Kvädöfjärden;JA;;;64;114;160;193;207;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;317;224;Hona;6;133;;;Nätlänk augusti;;Kvädöfjärden;JA;;;60;103;143;172;199;212;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;318;192;Hona;4;81;;;Nätlänk augusti;;Kvädöfjärden;JA;;;61;121;143;174;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;319;221;Hona;;151;;;Nätlänk augusti;;Kvädöfjärden;JA;;;;;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;320;211;Hona;5;123;;;Nätlänk augusti;;Kvädöfjärden;JA;;;58;104;150;174;202;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;321;179;Hona;3;62;;;Nätlänk augusti;;Kvädöfjärden;JA;;;75;113;154;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;322;196;Hona;5;83;;;Nätlänk augusti;;Kvädöfjärden;JA;;;66;109;152;171;186;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;323;207;Hona;5;103;;;Nätlänk augusti;;Kvädöfjärden;JA;;;65;115;174;198;205;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;324;181;Hona;4;64;;;Nätlänk augusti;;Kvädöfjärden;JA;;;60;106;147;167;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;325;261;Hona;7;239;;;Nätlänk augusti;;Kvädöfjärden;JA;;;71;100;150;186;213;235;247;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-10;K053;326;248;Hona;7;193;;;Nätlänk augusti;;Kvädöfjärden;JA;;;58;82;137;167;201;226;241;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;327;154;Hona;3;53;;;Nätlänk augusti;;Kvädöfjärden;JA;;;55;93;135;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;328;162;Hona;3;58;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;100;138;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;329;191;Hona;5;93;;;Nätlänk augusti;;Kvädöfjärden;JA;;;56;84;110;143;179;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;330;229;Hona;6;163;;;Nätlänk augusti;;Kvädöfjärden;JA;;;52;81;121;178;198;220;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;331;234;Hona;7;159;;;Nätlänk augusti;;Kvädöfjärden;JA;;;59;94;147;185;212;222;227;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;332;215;Hona;6;121;;;Nätlänk augusti;;Kvädöfjärden;JA;;;54;83;118;154;179;202;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1987;1987-08-12;K053;333;208;Hona;5;118;;;Nätlänk augusti;;Kvädöfjärden;JA;;;70;107;147;166;194;;;;;;;;;;;;;;;
