Art;Stickprov metod;Fiskeår;Fångstdatum;Redskap kod;Löpnr;"Total
längd mm";Kön;Ålder;"Total
vikt";"Somatisk
vikt";Somatisk vikttyp;Fiske;;Lokal;Godkänd ålder;"Gonad
statuskod";"Gonad
statustyp";"Tillväxt 
mm år 1";År2;År3;År4;År5;År6;År7;År8;År9;År10;År11;År12;År13;År14;År15;År16;År17;År18;År19;År20
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;11;241;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;70;111;137;152;189;220;241;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;12;205;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;106;140;181;205;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;13;238;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;110;141;187;219;238;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;14;248;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;74;115;141;185;225;248;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;15;228;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;126;183;228;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;16;226;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;96;120;145;182;212;226;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;17;223;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;112;135;179;213;223;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;18;231;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;103;141;172;193;211;231;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;19;238;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;94;113;165;187;212;238;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;20;222;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;97;127;172;206;222;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;21;247;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;98;152;175;196;230;247;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;22;218;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;71;116;149;170;191;208;218;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;23;199;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;116;164;181;199;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;24;204;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;101;121;161;189;204;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;25;202;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;69;124;171;202;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;26;223;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;92;119;163;200;223;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;27;175;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;70;111;139;166;175;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;28;205;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;99;128;148;174;191;205;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;29;210;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;99;123;165;187;210;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;30;196;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;118;165;196;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;31;213;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;63;119;166;182;201;213;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;33;214;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;100;117;149;187;214;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;34;185;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;111;139;185;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;35;194;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;75;128;169;194;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;36;216;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;71;106;140;186;205;216;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;37;190;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;63;102;132;169;190;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;38;194;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;95;146;178;194;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;39;160;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;97;121;160;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;40;167;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;70;136;167;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-05-17;K010;41;221;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;69;113;148;198;221;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;42;180;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;90;133;173;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;43;218;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;70;111;160;190;215;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;44;191;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;108;153;188;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;45;204;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;103;133;150;181;204;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;46;172;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;122;156;169;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;47;197;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;102;132;168;187;197;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;48;208;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;115;161;192;208;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;49;223;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;96;129;158;193;220;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;50;242;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;105;135;177;225;242;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;51;206;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;118;143;181;206;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;52;204;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;63;122;154;184;204;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;53;193;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;93;128;173;193;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;54;211;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;104;153;187;208;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;55;196;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;100;131;166;184;196;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;56;171;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;73;131;161;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;57;146;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;116;144;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;58;181;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;105;143;176;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;59;159;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;123;156;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;60;194;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;101;130;182;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;61;182;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;118;162;182;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-13;K010;62;176;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;130;170;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;63;184;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;63;114;167;184;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;64;232;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;118;149;194;217;229;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;65;160;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;110;157;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;66;219;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;100;155;194;216;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;67;173;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;109;151;170;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;68;217;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;123;154;181;205;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;69;109;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;56;96;107;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;70;121;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;56;111;119;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;71;169;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;63;111;156;167;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;72;181;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;56;85;122;159;181;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;73;131;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;120;129;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;74;215;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;107;159;191;207;215;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;75;168;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;69;117;165;168;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;76;179;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;126;169;179;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;77;152;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;108;142;152;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;78;121;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;57;110;121;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;79;134;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;58;122;134;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;80;162;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;119;152;162;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;81;164;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;113;153;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;82;156;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;95;128;147;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;83;163;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;116;161;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;84;116;Hona;2;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;108;;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;85;156;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;123;153;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;87;195;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;111;160;189;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;88;223;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;71;117;153;181;191;212;220;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;89;219;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;106;154;174;200;216;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;90;174;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;115;163;174;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;91;147;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;104;147;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;92;183;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;108;150;178;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;93;231;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;97;131;187;218;231;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;94;189;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;95;145;159;179;189;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;95;180;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;110;164;178;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;96;185;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;57;109;152;182;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;97;203;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;105;169;177;203;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;98;157;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;114;154;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;99;197;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;119;150;175;197;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;100;210;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;100;129;164;194;210;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;101;181;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;93;133;164;181;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;102;155;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;121;152;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;103;162;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;114;157;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;104;160;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;102;128;156;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;105;192;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;121;171;190;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;106;175;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;104;147;172;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;107;173;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;74;123;154;173;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;108;160;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;130;160;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;109;177;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;118;162;177;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;110;157;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;101;143;155;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;111;202;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;97;135;155;184;199;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;112;156;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;106;147;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;113;227;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;88;121;144;175;203;223;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;114;169;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;128;163;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;116;221;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;102;145;165;201;212;219;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;117;206;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;121;150;185;204;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;119;242;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;113;155;181;212;232;239;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;120;216;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;111;151;174;185;214;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;121;196;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;66;115;173;187;194;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;123;203;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;84;109;135;166;189;203;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;124;239;Hona;7;;;;Provtagning abborre;;Kvädöfjärden;JA;;;69;98;141;155;200;223;239;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;125;156;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;115;153;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;127;218;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;96;128;173;205;218;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;128;198;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;68;125;177;194;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;129;195;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;113;164;182;192;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;131;156;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;115;153;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;132;221;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;70;97;133;185;210;218;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;133;206;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;114;140;180;203;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;135;193;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;60;107;146;193;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;136;217;Hona;6;;;;Provtagning abborre;;Kvädöfjärden;JA;;;61;92;119;164;198;217;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;137;202;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;62;114;162;198;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;138;137;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;59;95;127;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;139;204;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;67;106;140;172;201;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;140;151;Hona;3;;;;Provtagning abborre;;Kvädöfjärden;JA;;;63;120;148;;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;141;168;Hona;4;;;;Provtagning abborre;;Kvädöfjärden;JA;;;64;125;145;165;;;;;;;;;;;;;;;;
Abborre;Insamling av 200 honor maxlängd 25cm;1978;1978-06-30;K010;142;216;Hona;5;;;;Provtagning abborre;;Kvädöfjärden;JA;;;65;117;160;196;213;;;;;;;;;;;;;;;
